id,neighbourhood_cleansed,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,punteggio_medio
1034011778181010000,Castello,65,4.86,4.85,4.94,4.91,4.85,4.92,4.83,4.88
37563876,Castello,68,4.87,4.9,4.91,4.93,4.9,4.88,4.78,4.88142857142857
5866691,Castello,236,4.92,4.91,4.96,4.88,4.82,4.93,4.75,4.88142857142857
45587664,Castello,73,4.85,4.9,4.89,4.86,4.9,5,4.77,4.88142857142857
1039129928812830000,Castello,28,4.89,4.96,5,4.71,4.79,5,4.82,4.88142857142857
77188,Castello,396,4.88,4.91,4.92,4.92,4.89,4.9,4.76,4.88285714285714
3037526,Castello,53,4.91,4.89,4.79,4.89,4.98,4.98,4.74,4.88285714285714
14035254,Castello,65,4.85,4.91,4.97,4.89,4.88,4.91,4.77,4.88285714285714
45285426,Castello,184,4.87,4.86,4.83,4.88,4.92,4.98,4.84,4.88285714285714
1379594683293520000,Castello,29,4.86,4.93,4.83,4.9,4.93,4.97,4.76,4.88285714285714
808099177768162000,Castello,99,4.87,4.88,4.93,4.92,4.99,4.93,4.66,4.88285714285714
32632257,Castello,28,4.93,4.93,4.86,4.86,4.86,5,4.75,4.88428571428571
34251058,Castello,21,4.9,5,4.95,4.86,4.86,4.86,4.76,4.88428571428571
38237339,Castello,154,4.9,4.94,4.97,4.84,4.88,4.84,4.82,4.88428571428571
39995781,Lido,21,4.86,5,4.9,5,4.95,4.81,4.67,4.88428571428571
50131751,Castello,78,4.91,4.94,4.9,4.87,4.92,4.94,4.71,4.88428571428571
51087248,Castello,232,4.93,4.9,4.92,4.86,4.91,4.92,4.75,4.88428571428571
1112416440387400000,Castello,36,4.89,4.89,4.94,4.86,4.86,4.94,4.81,4.88428571428571
49731717,Lido,64,4.86,4.92,4.89,4.94,4.98,4.88,4.72,4.88428571428572
15672605,Castello,290,4.88,4.91,4.92,4.87,4.87,4.92,4.83,4.88571428571429
52967339,Lido,32,4.84,4.91,5,4.91,4.97,4.88,4.69,4.88571428571429
1178838844705170000,Castello,10,4.9,4.8,4.7,5,4.9,5,4.9,4.88571428571429
5188340,Lido,5,5,5,4.8,5,5,5,4.4,4.88571428571429
28515468,Castello,5,4.8,4.8,4.8,4.8,5,5,5,4.88571428571429
823014133392593000,Castello,5,4.8,5,5,4.8,4.6,5,5,4.88571428571429
1212782068576970000,Castello,10,4.9,5,5,4.9,4.8,5,4.6,4.88571428571429
1391907222306930000,Castello,16,4.94,4.94,4.75,5,4.69,5,4.88,4.88571428571429
22956459,Castello,145,4.88,4.92,4.98,4.83,4.88,4.95,4.77,4.88714285714286
4211904,Castello,265,4.86,4.88,4.88,4.95,4.93,4.97,4.74,4.88714285714286
23101534,Castello,142,4.82,4.92,4.92,4.91,4.92,4.94,4.78,4.88714285714286
1062392678699860000,Castello,121,4.86,4.92,4.92,4.89,4.9,4.97,4.75,4.88714285714286
1297668926728480000,Castello,18,4.94,4.83,4.89,5,4.89,4.94,4.72,4.88714285714286
24442737,Castello,141,4.91,4.92,4.93,4.88,4.93,4.83,4.82,4.88857142857143
24878685,Lido,33,4.91,4.85,4.94,5,4.97,4.91,4.64,4.88857142857143
26325765,Castello,78,4.87,4.88,4.92,4.92,4.92,4.95,4.76,4.88857142857143
30957166,Castello,329,4.88,4.92,4.89,4.92,4.95,4.9,4.76,4.88857142857143
48264504,Castello,22,4.91,4.86,4.82,4.95,4.91,5,4.77,4.88857142857143
48409863,Castello,118,4.88,4.88,4.86,4.88,4.96,4.98,4.78,4.88857142857143
52880141,Lido,64,4.91,4.91,4.81,4.95,4.92,4.95,4.77,4.88857142857143
886211734867171000,Lido,35,4.97,4.86,4.8,4.94,5,4.91,4.74,4.88857142857143
12987934,Castello,109,4.94,4.89,4.8,4.9,4.94,4.94,4.82,4.89
16670834,Castello,305,4.86,4.92,4.88,4.91,4.9,4.94,4.82,4.89
17087414,Castello,205,4.85,4.91,4.92,4.93,4.95,4.9,4.77,4.89
17417725,Castello,23,4.87,4.96,4.96,5,5,4.74,4.7,4.89
29640692,Castello,105,4.89,4.91,4.9,4.89,4.9,4.93,4.81,4.89
1167169374587740000,Castello,21,5,4.95,4.86,4.81,4.9,4.86,4.86,4.89142857142857
25734005,Castello,25,4.88,4.92,4.96,4.92,4.96,4.8,4.8,4.89142857142857
33579923,Castello,123,4.89,4.87,4.98,4.89,4.9,4.92,4.79,4.89142857142857
42351234,Castello,125,4.9,4.9,4.9,4.92,4.9,4.94,4.78,4.89142857142857
20087086,Castello,221,4.88,4.89,4.95,4.91,4.9,4.92,4.8,4.89285714285714
27008717,Castello,71,4.9,4.89,4.92,4.87,4.92,4.96,4.79,4.89285714285714
44549803,Castello,4,4.75,5,4.75,5,5,5,4.75,4.89285714285714
849975026602527000,Castello,4,4.75,4.75,5,5,5,4.75,5,4.89285714285714
4144479,Castello,224,4.85,4.93,4.91,4.96,4.92,4.88,4.81,4.89428571428571
4487570,Castello,32,4.78,5,4.97,4.88,4.91,5,4.72,4.89428571428571
18191243,Castello,457,4.83,4.91,4.92,4.94,4.95,4.92,4.79,4.89428571428571
28194187,Lido,89,4.91,4.91,4.88,4.91,4.9,4.92,4.83,4.89428571428571
34203604,Castello,8,4.88,4.88,5,5,5,4.75,4.75,4.89428571428571
50045590,Castello,27,4.93,4.93,4.89,4.81,4.96,4.96,4.78,4.89428571428571
50452700,Castello,12,4.92,4.92,4.92,4.92,4.92,4.83,4.83,4.89428571428571
659103728993296000,Castello,12,4.92,4.92,4.92,4.92,4.92,4.83,4.83,4.89428571428571
1.093239052112e+18,Castello,8,4.75,5,5,5,5,4.88,4.63,4.89428571428571
1389133,Castello,301,4.88,4.85,4.9,4.95,4.96,4.94,4.78,4.89428571428572
3356877,Lido,58,4.91,4.93,4.97,4.91,4.93,4.9,4.72,4.89571428571429
4473558,Castello,378,4.85,4.92,4.88,4.91,4.93,4.98,4.8,4.89571428571429
6571055,Castello,94,4.9,4.93,4.79,4.95,5,4.93,4.77,4.89571428571429
9706595,Castello,205,4.86,4.9,4.89,4.97,4.95,4.9,4.8,4.89571428571429
10433363,Castello,218,4.88,4.92,4.9,4.91,4.94,4.86,4.86,4.89571428571429
1179747391201190000,Castello,46,4.87,4.83,4.98,4.96,4.98,4.89,4.76,4.89571428571429
1070985796475340000,Castello,41,4.93,4.93,4.83,4.93,4.9,4.98,4.78,4.89714285714286
3357380,Lido,34,4.91,4.94,4.91,4.88,4.88,5,4.76,4.89714285714286
10953865,Castello,85,4.86,4.88,4.95,4.92,4.94,4.95,4.78,4.89714285714286
16866964,Castello,343,4.93,4.94,4.9,4.88,4.96,4.86,4.81,4.89714285714286
24741955,Castello,11,5,5,5,4.82,4.91,4.73,4.82,4.89714285714286
33387873,Castello,324,4.89,4.89,4.85,4.94,4.97,4.94,4.8,4.89714285714286
592493829890517000,Castello,178,4.89,4.93,4.9,4.89,4.96,4.96,4.75,4.89714285714286
593177931669441000,Lido,99,4.9,4.91,4.93,4.85,4.96,4.85,4.88,4.89714285714286
794860000158723000,Castello,67,4.91,4.94,4.9,4.93,4.97,4.87,4.76,4.89714285714286
3195989,Castello,131,4.89,4.89,4.89,4.93,4.95,4.97,4.77,4.89857142857143
15824630,Castello,172,4.9,4.92,4.91,4.88,4.91,4.95,4.82,4.89857142857143
18517817,Castello,192,4.93,4.92,4.85,4.96,4.95,4.88,4.8,4.89857142857143
21131273,Castello,14,5,4.93,4.93,4.71,4.86,5,4.86,4.89857142857143
21922475,Castello,68,4.9,4.97,4.9,4.91,4.96,4.91,4.74,4.89857142857143
1379484182255600000,Castello,14,4.93,5,4.71,4.93,5,4.86,4.86,4.89857142857143
1866670,Lido,56,4.93,4.93,4.86,4.98,4.98,4.91,4.71,4.9
5600945,Castello,83,4.89,4.89,4.89,4.96,4.96,4.95,4.76,4.9
17806517,Castello,498,4.91,4.94,4.88,4.93,4.97,4.89,4.78,4.9
18622990,Lido,64,4.91,4.95,4.88,4.94,4.95,4.89,4.78,4.9
27451744,Lido,108,4.87,4.91,4.88,4.97,4.97,4.89,4.81,4.9
848435322725837000,Castello,20,4.8,4.95,4.9,4.8,5,5,4.85,4.9
1092509799943590000,Castello,27,4.93,4.93,4.85,4.96,4.96,4.89,4.78,4.9
1131678443792950000,Castello,43,4.91,4.95,4.79,4.88,4.91,4.95,4.91,4.9
7312362,Castello,513,4.88,4.9,4.94,4.93,4.95,4.92,4.78,4.9
13755982,Castello,84,4.9,4.9,4.93,4.9,4.98,4.87,4.82,4.9
20382344,Lido,85,4.94,4.91,4.92,4.95,4.98,4.88,4.72,4.9
29255439,Castello,69,4.86,4.83,4.91,4.96,4.99,4.97,4.78,4.9
788310451422293000,Castello,20,4.95,4.95,4.95,4.8,4.95,5,4.7,4.9
26122979,Lido,106,4.86,4.95,4.92,4.93,4.86,4.85,4.94,4.90142857142857
6061972,Lido,126,4.91,4.91,4.9,4.93,4.92,4.9,4.84,4.90142857142857
38342890,Castello,35,4.86,4.94,4.86,4.97,4.97,4.94,4.77,4.90142857142857
569434428427084000,Castello,22,4.86,4.91,4.91,4.95,5,4.95,4.73,4.90142857142857
590994641909116000,Castello,86,4.93,4.94,4.95,4.86,4.93,4.97,4.73,4.90142857142857
346257,Castello,117,4.87,4.93,4.99,4.94,4.92,4.89,4.78,4.90285714285714
3169118,Castello,147,4.85,4.89,4.88,4.93,4.97,4.99,4.81,4.90285714285714
6322466,Castello,171,4.89,4.96,4.99,4.86,4.89,4.9,4.83,4.90285714285714
7655457,Lido,26,4.88,4.96,4.76,4.96,4.92,4.92,4.92,4.90285714285714
29072377,Castello,166,4.86,4.93,4.9,4.92,4.94,4.98,4.79,4.90285714285714
45432350,Castello,166,4.92,4.96,4.92,4.8,4.95,4.89,4.88,4.90285714285714
53355849,Castello,131,4.92,4.95,4.85,4.89,4.94,4.91,4.86,4.90285714285714
645423149621302000,Castello,16,4.88,5,5,5,5,4.88,4.56,4.90285714285714
877337207890881000,Castello,6,4.83,4.83,4.83,5,5,5,4.83,4.90285714285714
1349501052462710000,Lido,6,4.83,4.83,5,5,5,4.83,4.83,4.90285714285714
23497015,Lido,212,4.87,4.93,4.96,4.94,4.85,4.86,4.91,4.90285714285714
45081296,Castello,399,4.91,4.91,4.95,4.94,4.94,4.9,4.77,4.90285714285714
49980089,Castello,49,4.92,4.94,4.96,4.84,4.9,4.94,4.82,4.90285714285714
4551974,Castello,496,4.84,4.91,4.88,4.96,4.99,4.95,4.8,4.90428571428571
19943803,Castello,12,5,5,5,5,4.83,4.75,4.75,4.90428571428571
27454257,Lido,117,4.91,4.9,4.96,4.97,4.91,4.91,4.77,4.90428571428571
36782247,Castello,276,4.89,4.85,4.97,4.87,4.91,4.97,4.87,4.90428571428571
875123278384611000,Castello,6,5,4.83,5,5,5,5,4.5,4.90428571428571
1102324946689490000,Castello,15,4.93,4.93,5,4.8,4.87,4.93,4.87,4.90428571428571
1157209526428840000,Lido,6,5,4.83,4.67,5,5,5,4.83,4.90428571428571
33367785,Castello,167,4.9,4.9,4.94,4.89,4.94,4.98,4.78,4.90428571428572
54238272,Castello,107,4.9,4.94,4.9,4.93,4.93,4.94,4.79,4.90428571428572
16848003,Castello,9,4.89,4.89,4.89,5,5,4.89,4.78,4.90571428571429
18080652,Castello,59,4.86,4.92,4.98,4.95,4.97,4.97,4.69,4.90571428571429
51898637,Castello,87,4.93,4.99,5,4.8,4.82,4.97,4.83,4.90571428571429
952817647855052000,Castello,33,4.88,4.85,4.88,4.97,4.97,4.94,4.85,4.90571428571429
1416809489447710000,Castello,36,4.92,5,4.75,4.89,5,4.97,4.81,4.90571428571429
1285495,Castello,145,4.88,4.96,4.87,4.95,4.95,4.96,4.77,4.90571428571429
19468211,Castello,702,4.9,4.92,4.92,4.93,4.96,4.87,4.84,4.90571428571429
562171858889564000,Castello,150,4.95,4.94,4.97,4.85,4.89,4.91,4.83,4.90571428571429
769278389816357000,Lido,9,4.89,5,4.89,5,5,4.89,4.67,4.90571428571429
1129489948474970000,Castello,85,4.86,4.94,4.94,4.93,4.98,4.91,4.78,4.90571428571429
1327658068719660000,Castello,17,4.94,4.88,5,4.82,4.94,4.94,4.82,4.90571428571429
1402050113464290000,Lido,3,5,5,5,5,5,4.67,4.67,4.90571428571429
29355454,Castello,29,4.97,4.93,4.86,4.79,4.9,5,4.9,4.90714285714286
13559779,Castello,126,4.83,4.92,4.93,4.94,4.96,4.89,4.88,4.90714285714286
16075263,Castello,227,4.91,4.89,4.92,4.89,4.96,4.96,4.82,4.90714285714286
13162260,Castello,210,4.9,4.92,4.9,4.93,4.94,4.95,4.82,4.90857142857143
35818787,Lido,21,4.9,4.9,4.95,5,4.9,4.95,4.76,4.90857142857143
41442016,Castello,25,4.84,4.88,4.88,4.96,4.96,5,4.84,4.90857142857143
45198351,Castello,141,4.94,4.96,4.92,4.89,4.96,4.9,4.79,4.90857142857143
595559992710815000,Castello,55,4.91,4.91,4.89,4.96,4.93,4.96,4.8,4.90857142857143
852266244244831000,Lido,52,4.94,4.98,4.9,4.85,4.94,4.92,4.83,4.90857142857143
872223704816824000,Castello,91,4.9,4.98,4.97,4.89,4.92,4.95,4.75,4.90857142857143
6322009,Castello,167,4.9,4.98,4.99,4.92,4.86,4.89,4.83,4.91
52543837,Castello,54,4.94,4.89,4.94,4.93,4.96,4.93,4.78,4.91
651879072182429000,Lido,30,4.93,4.97,4.97,4.9,4.97,4.8,4.83,4.91
50383425,Castello,27,4.96,4.93,4.93,4.96,4.96,4.93,4.7,4.91
590995643758892000,Castello,119,4.89,4.93,4.92,4.97,4.96,4.95,4.75,4.91
620166199542435000,Castello,96,4.9,4.93,4.97,4.91,4.99,4.9,4.77,4.91
962131,Castello,7,5,4.86,4.86,5,5,4.83,4.83,4.91142857142857
16008041,Castello,120,4.91,4.88,4.94,4.96,4.93,4.99,4.77,4.91142857142857
18135313,Castello,292,4.86,4.93,4.9,4.94,4.97,4.98,4.8,4.91142857142857
24753329,Castello,8,5,5,4.88,5,5,5,4.5,4.91142857142857
31660265,Castello,8,5,5,5,5,4.88,5,4.5,4.91142857142857
9073122,Lido,91,4.86,4.97,4.97,4.98,4.96,4.84,4.8,4.91142857142857
27840473,Lido,102,4.96,4.93,4.9,4.97,4.94,4.85,4.83,4.91142857142857
948405674622429000,Lido,44,4.95,4.93,4.91,4.84,4.91,4.98,4.86,4.91142857142857
1037433631052340000,Castello,16,5,4.94,4.88,4.81,4.94,5,4.81,4.91142857142857
4514733,Castello,71,4.87,4.87,4.97,4.96,4.96,4.93,4.83,4.91285714285714
15413817,Castello,411,4.91,4.94,4.92,4.93,4.96,4.93,4.8,4.91285714285714
33600394,Lido,23,4.87,4.91,5,4.96,4.91,4.96,4.78,4.91285714285714
36306473,Lido,73,4.85,4.92,4.9,4.96,5,4.95,4.81,4.91285714285714
49477879,Lido,70,4.89,4.9,4.97,4.97,4.93,4.94,4.79,4.91285714285714
51118138,Castello,74,4.92,4.92,4.97,4.93,4.95,4.93,4.77,4.91285714285714
52685854,Castello,174,4.93,4.9,4.93,4.96,4.97,4.95,4.75,4.91285714285714
549077317438915000,Castello,57,4.89,4.95,4.93,4.89,4.96,4.96,4.81,4.91285714285714
933881419270449000,Castello,81,4.9,4.93,4.96,4.98,4.94,4.9,4.78,4.91285714285714
1003480825894640000,Castello,15,5,4.93,4.8,4.93,4.93,5,4.8,4.91285714285714
1096117002195010000,Castello,153,4.92,4.92,4.92,4.94,4.98,4.85,4.86,4.91285714285714
1163661743530120000,Castello,16,4.94,4.88,5,5,5,4.94,4.63,4.91285714285714
1346594048941290000,Lido,8,5,4.75,5,4.88,4.88,5,4.88,4.91285714285714
4214105,Castello,194,4.88,4.93,4.97,4.97,4.95,4.93,4.77,4.91428571428571
18648853,Castello,45,4.93,4.93,4.96,4.91,4.91,5,4.76,4.91428571428571
1046187786747760000,Castello,5,5,4.8,4.8,5,5,5,4.8,4.91428571428571
1099159335168690000,Castello,5,5,4.8,5,4.8,5,5,4.8,4.91428571428571
1368750634390550000,Castello,8,4.88,4.88,4.88,4.88,4.88,5,5,4.91428571428571
22743268,Castello,15,4.93,4.87,4.87,4.8,5,5,4.93,4.91428571428572
38712948,Castello,275,4.91,4.94,4.92,4.95,4.96,4.94,4.78,4.91428571428572
39548029,Lido,20,4.95,4.85,5,4.9,4.85,5,4.85,4.91428571428572
1408627569977210000,Castello,5,4.8,4.8,5,5,4.8,5,5,4.91428571428572
34461208,Castello,62,4.92,4.94,4.94,4.92,4.87,4.95,4.87,4.91571428571429
648139068064880000,Castello,96,4.91,4.95,4.92,4.89,4.94,4.93,4.87,4.91571428571429
668596858876544000,Castello,42,4.93,4.88,4.98,4.9,4.93,4.93,4.86,4.91571428571429
696348083397886000,Lido,26,4.96,4.96,4.92,4.96,4.96,4.92,4.73,4.91571428571429
7028338,Lido,330,4.93,4.91,4.93,4.95,4.92,4.87,4.9,4.91571428571429
19512069,Castello,700,4.92,4.93,4.94,4.94,4.96,4.89,4.83,4.91571428571429
1352319160192100000,Castello,19,4.95,4.89,5,4.95,4.79,4.95,4.89,4.91714285714286
20779729,Castello,164,4.95,4.92,4.93,4.9,4.98,4.93,4.81,4.91714285714286
29815301,Castello,32,4.94,4.94,4.97,5,4.94,4.97,4.66,4.91714285714286
580967599447208000,Castello,32,4.91,4.88,4.97,4.94,4.91,4.97,4.84,4.91714285714286
1126573,Castello,312,4.89,4.93,4.92,4.95,4.94,4.95,4.85,4.91857142857143
31019742,Castello,384,4.92,4.96,4.89,4.93,4.95,4.95,4.83,4.91857142857143
34014328,Castello,41,4.93,4.93,4.95,4.98,4.88,4.93,4.83,4.91857142857143
564187290427144000,Castello,88,4.91,4.95,4.92,4.93,4.93,4.94,4.85,4.91857142857143
45587887,Lido,102,4.91,4.94,4.96,4.94,4.94,4.88,4.86,4.91857142857143
685115200137029000,Castello,62,4.95,4.97,4.95,4.89,4.94,4.92,4.81,4.91857142857143
9211208,Castello,44,4.93,4.86,4.91,4.97,5,4.94,4.83,4.92
37869168,Castello,239,4.9,4.93,4.9,4.93,4.96,4.97,4.85,4.92
697068648389960000,Lido,22,4.95,4.95,5,5,4.95,4.95,4.64,4.92
1179720635442250000,Castello,27,5,4.85,5,4.85,5,4.96,4.78,4.92
1116738369193200000,Castello,18,4.94,5,4.89,4.89,4.89,5,4.83,4.92
24172577,Castello,415,4.95,4.95,4.91,4.91,4.95,4.97,4.81,4.92142857142857
20165160,Castello,247,4.92,4.91,4.96,4.93,4.95,4.94,4.84,4.92142857142857
27869564,Castello,201,4.93,4.91,4.91,4.9,4.99,4.97,4.84,4.92142857142857
1121643638051190000,Castello,20,4.85,4.95,5,5,4.9,4.9,4.85,4.92142857142857
22596619,Castello,113,4.92,4.89,4.97,4.97,4.93,4.96,4.82,4.92285714285714
41681054,Castello,27,4.93,4.93,4.93,4.93,4.93,4.96,4.85,4.92285714285714
42472379,Castello,285,4.93,4.93,4.95,4.93,4.9,4.94,4.88,4.92285714285714
859491557016333000,Castello,102,4.92,4.93,4.92,4.93,4.95,4.99,4.82,4.92285714285714
13280248,Castello,382,4.91,4.96,4.93,4.97,4.99,4.89,4.82,4.92428571428571
31463664,Castello,348,4.93,4.94,4.98,4.93,4.91,4.94,4.84,4.92428571428571
38039440,Castello,152,4.93,4.97,4.93,4.95,4.95,4.93,4.81,4.92428571428571
40648750,Castello,52,4.96,4.9,4.9,4.96,4.98,4.92,4.85,4.92428571428571
9728717,Castello,52,4.87,4.96,5,5,5,4.9,4.75,4.92571428571429
10162020,Castello,300,4.88,4.93,4.96,4.96,4.99,4.88,4.88,4.92571428571429
38724367,Castello,177,4.91,4.92,4.94,4.95,4.96,4.96,4.84,4.92571428571429
49864876,Castello,72,4.94,4.94,4.93,4.94,4.94,4.96,4.83,4.92571428571429
1204447007358490000,Castello,45,4.91,4.91,4.98,4.93,4.98,4.93,4.84,4.92571428571429
24883185,Castello,134,4.93,4.96,4.92,4.98,4.97,4.91,4.82,4.92714285714286
32707062,Castello,22,4.91,4.95,4.91,5,4.95,4.95,4.82,4.92714285714286
2322785,Castello,342,4.96,4.92,4.94,4.92,4.9,4.99,4.86,4.92714285714286
4947604,Castello,23,5,4.96,4.96,4.91,4.96,4.83,4.87,4.92714285714286
17568367,Castello,292,4.9,4.91,4.95,4.99,4.98,4.95,4.81,4.92714285714286
29759316,Castello,286,4.95,4.94,4.98,4.88,4.89,4.97,4.88,4.92714285714286
33146077,Lido,6,4.83,5,4.83,5,5,5,4.83,4.92714285714286
36437652,Castello,63,5,4.94,4.9,4.92,4.92,4.94,4.87,4.92714285714286
49743811,Castello,57,4.95,4.95,4.91,4.93,4.98,4.95,4.82,4.92714285714286
3118010,Lido,4,5,4.75,5,5,4.75,5,5,4.92857142857143
6112657,Castello,184,4.94,4.93,4.95,4.97,4.98,4.85,4.88,4.92857142857143
6712260,Lido,4,5,5,4.75,5,4.75,5,5,4.92857142857143
18232909,Castello,407,4.93,4.95,4.95,4.95,4.97,4.91,4.84,4.92857142857143
45374545,Castello,48,4.92,4.92,4.85,4.98,5,4.98,4.85,4.92857142857143
50378324,Lido,4,5,5,5,5,5,4.75,4.75,4.92857142857143
50762583,Lido,4,5,5,4.75,5,5,5,4.75,4.92857142857143
549077156581970000,Castello,4,5,5,5,5,5,5,4.5,4.92857142857143
573069926770280000,Castello,2,5,5,5,5,5,5,4.5,4.92857142857143
765865507219079000,Castello,2,5,5,5,5,4.5,5,5,4.92857142857143
849933300156774000,Castello,2,5,5,5,5,5,5,4.5,4.92857142857143
849950138449125000,Castello,2,5,5,5,5,5,5,4.5,4.92857142857143
1137565016314050000,Lido,32,4.94,4.94,5,4.97,5,4.84,4.81,4.92857142857143
1267187032932700000,Castello,2,5,5,5,5,5,5,4.5,4.92857142857143
1281741221260570000,Castello,4,5,5,5,4.75,4.75,5,5,4.92857142857143
1332702592077990000,Lido,2,5,5,5,5,5,5,4.5,4.92857142857143
1355563006006160000,Castello,49,4.9,4.98,4.92,4.98,5,4.84,4.88,4.92857142857143
1380188862946520000,Castello,2,5,5,5,5,4.5,5,5,4.92857142857143
1397587677152660000,Castello,2,5,4.5,5,5,5,5,5,4.92857142857143
1402107858126580000,Castello,2,5,5,4.5,5,5,5,5,4.92857142857143
1413737139295970000,Castello,2,5,5,5,4.5,5,5,5,4.92857142857143
1457299250575120000,Castello,2,5,5,5,4.5,5,5,5,4.92857142857143
18156509,Castello,202,4.93,4.95,4.92,4.97,4.98,4.95,4.81,4.93
19926827,Castello,37,4.97,4.97,4.9,5,4.9,4.9,4.87,4.93
22939568,Castello,95,4.93,4.95,4.97,4.88,4.96,5,4.82,4.93
23299797,Castello,16,5,5,4.88,4.94,5,5,4.69,4.93
50408602,Castello,24,5,5,4.92,4.96,5,4.96,4.67,4.93
549046851491065000,Castello,30,4.97,4.9,4.97,4.97,5,4.93,4.77,4.93
963050044635106000,Castello,27,4.96,4.96,5,4.96,4.93,5,4.7,4.93
48164953,Lido,12,5,5,5,5,4.92,4.92,4.67,4.93
50392504,Castello,85,4.92,4.94,4.96,4.92,4.94,4.95,4.88,4.93
745671384712445000,Lido,81,4.95,4.94,4.94,4.96,4.94,4.98,4.8,4.93
1196954607597270000,Castello,47,4.94,4.98,4.96,4.85,4.89,4.98,4.91,4.93
29940846,Castello,301,4.94,4.97,4.97,4.86,4.91,4.97,4.9,4.93142857142857
49491664,Castello,257,4.92,4.93,4.94,4.95,4.93,4.97,4.88,4.93142857142857
20703746,Castello,27,4.93,4.96,5,4.93,5,5,4.7,4.93142857142857
34799281,Castello,90,4.89,4.94,4.92,4.96,5,4.94,4.87,4.93142857142857
40357883,Castello,122,4.93,4.94,4.96,4.9,4.98,4.95,4.86,4.93142857142857
909754,Castello,561,4.92,4.97,4.96,4.97,4.97,4.85,4.89,4.93285714285714
11384857,Castello,13,4.92,5,5,5,5,4.92,4.69,4.93285714285714
17104230,Castello,146,4.93,4.97,4.98,4.95,4.98,4.98,4.74,4.93285714285714
20549903,Castello,258,4.97,4.95,4.95,4.99,4.98,4.83,4.86,4.93285714285714
23637108,Castello,22,4.91,4.91,5,4.95,4.95,4.95,4.86,4.93285714285714
799960397262945000,Castello,173,4.95,4.97,4.9,4.94,4.94,4.97,4.86,4.93285714285714
8625916,Castello,499,4.92,4.96,4.95,4.9,4.97,4.95,4.89,4.93428571428571
36395726,Castello,106,4.94,4.97,4.89,4.97,4.97,4.93,4.87,4.93428571428571
561530170356097000,Castello,190,4.93,4.97,4.96,4.93,4.96,4.96,4.83,4.93428571428571
617439460572975000,Castello,37,4.92,5,4.86,4.95,5,4.92,4.89,4.93428571428571
1034011243196490000,Castello,22,4.91,5,4.91,5,5,4.95,4.77,4.93428571428571
51209365,Castello,108,4.95,4.94,4.94,4.94,4.98,4.91,4.88,4.93428571428572
53670356,Castello,164,4.96,4.95,4.96,4.95,4.99,4.92,4.81,4.93428571428572
1122392840695040000,Castello,106,4.95,4.97,4.99,4.9,4.94,4.88,4.91,4.93428571428572
740310,Castello,151,4.95,4.93,4.94,4.91,4.97,4.95,4.9,4.93571428571429
48478221,Castello,34,4.97,4.97,4.94,4.91,4.97,5,4.79,4.93571428571429
31641546,Castello,115,4.92,4.96,4.89,4.99,4.99,4.94,4.86,4.93571428571429
7718939,Castello,31,4.97,4.9,4.94,4.97,5,4.94,4.84,4.93714285714286
14617664,Castello,304,4.92,4.96,4.96,4.96,4.95,4.98,4.83,4.93714285714286
23033531,Castello,71,4.94,4.99,5,4.94,4.93,4.86,4.9,4.93714285714286
30413020,Castello,384,4.95,4.95,4.92,4.96,4.96,4.99,4.83,4.93714285714286
40962491,Castello,273,4.94,4.93,4.92,4.97,4.96,4.97,4.87,4.93714285714286
574688094973777000,Castello,294,4.94,4.93,4.96,4.98,4.98,4.9,4.87,4.93714285714286
942823290977209000,Lido,50,5,4.92,5,4.96,4.98,4.84,4.86,4.93714285714286
1018888500428210000,Castello,40,4.9,4.98,4.85,5,5,4.98,4.85,4.93714285714286
1094911100730110000,Castello,28,4.93,4.96,4.93,4.89,4.96,5,4.89,4.93714285714286
22671798,Castello,168,4.95,4.93,4.96,4.95,4.98,4.94,4.86,4.93857142857143
32543395,Lido,52,4.94,4.96,4.94,5,5,4.92,4.81,4.93857142857143
669520835659392000,Castello,41,4.98,4.95,4.95,4.95,4.93,4.98,4.83,4.93857142857143
760768612131662000,Castello,177,4.95,4.93,4.95,4.94,4.94,4.95,4.91,4.93857142857143
845344231241174000,Castello,98,4.98,4.96,4.95,4.87,4.91,4.97,4.93,4.93857142857143
987698851343710000,Castello,26,4.96,4.88,5,5,5,5,4.73,4.93857142857143
1164578808118630000,Castello,36,4.97,4.94,4.94,4.97,4.97,4.97,4.81,4.93857142857143
3597934,Castello,225,4.94,4.95,4.94,4.98,4.97,4.93,4.87,4.94
54191482,Castello,17,5,4.94,5,4.88,4.88,5,4.88,4.94
1115214562951110000,Castello,7,4.86,5,5,5,5,4.86,4.86,4.94
1414633885924660000,Castello,12,4.92,5,5,5,5,4.83,4.83,4.94
3592563,Castello,303,4.93,4.96,4.96,4.96,4.99,4.92,4.86,4.94
33553582,Castello,17,4.94,5,4.94,4.94,5,5,4.76,4.94
41700863,Lido,16,4.94,5,4.94,4.94,5,4.88,4.88,4.94
14772096,Lido,105,4.95,4.95,5,5,5,4.83,4.86,4.94142857142857
3359937,Castello,164,4.96,4.93,4.97,4.97,4.98,4.96,4.82,4.94142857142857
25392590,Castello,200,4.92,4.95,4.92,4.98,5,4.94,4.88,4.94142857142857
1051526946971130000,Castello,57,4.93,4.96,4.96,4.96,4.93,4.96,4.89,4.94142857142857
