id,neighbourhood_cleansed,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,punteggio_medio
1166458327265740000,Castello,29,4.83,4.83,4.52,4.93,4.86,4.97,4.76,4.81428571428571
18385230,Lido,15,4.8,4.67,4.87,4.93,4.93,4.71,4.79,4.81428571428572
44057363,Castello,286,4.77,4.77,4.74,4.9,4.92,4.87,4.73,4.81428571428572
49720846,Castello,7,4.71,4.71,4.71,5,5,5,4.57,4.81428571428572
765907135868216000,Castello,40,4.83,4.9,4.88,4.78,4.8,4.83,4.68,4.81428571428572
1142443875412670000,Castello,36,4.81,4.92,4.69,4.97,4.92,4.78,4.61,4.81428571428572
1163834,Castello,290,4.77,4.82,4.77,4.81,4.9,4.96,4.68,4.81571428571429
3824395,Castello,309,4.81,4.87,4.93,4.67,4.71,4.94,4.78,4.81571428571429
6741034,Castello,404,4.75,4.81,4.72,4.91,4.92,4.9,4.7,4.81571428571429
9821595,Castello,257,4.72,4.86,4.6,4.93,4.96,4.93,4.71,4.81571428571429
38412485,Castello,257,4.79,4.83,4.79,4.89,4.9,4.84,4.67,4.81571428571429
50031192,Castello,585,4.78,4.78,4.77,4.89,4.89,4.91,4.69,4.81571428571429
50499684,Castello,108,4.8,4.82,4.79,4.88,4.91,4.84,4.67,4.81571428571429
1092729321259390000,Castello,30,4.77,4.83,4.77,4.9,4.97,4.9,4.57,4.81571428571429
1145614390928090000,Castello,24,4.71,4.75,4.58,4.96,5,4.96,4.75,4.81571428571429
2913664,Castello,155,4.73,4.87,4.85,4.88,4.81,4.9,4.68,4.81714285714286
5025859,Castello,564,4.78,4.81,4.7,4.93,4.93,4.84,4.73,4.81714285714286
18497574,Castello,281,4.81,4.83,4.85,4.69,4.83,4.94,4.77,4.81714285714286
23782043,Castello,137,4.72,4.81,4.82,4.82,4.88,4.93,4.74,4.81714285714286
42253144,Lido,18,4.83,4.78,4.72,4.89,4.89,4.89,4.72,4.81714285714286
53038331,Castello,236,4.78,4.77,4.8,4.9,4.86,4.92,4.69,4.81714285714286
901362455762113000,Lido,47,4.83,4.83,4.85,4.85,4.81,4.87,4.68,4.81714285714286
1093463538992840000,Castello,29,4.79,4.72,4.72,4.93,4.97,4.93,4.66,4.81714285714286
11273610,Castello,346,4.74,4.81,4.81,4.88,4.92,4.93,4.64,4.81857142857143
49537000,Castello,291,4.78,4.79,4.68,4.84,4.92,4.94,4.78,4.81857142857143
5317049,Castello,350,4.79,4.86,4.83,4.83,4.88,4.88,4.66,4.81857142857143
16356820,Castello,333,4.71,4.84,4.84,4.91,4.82,4.91,4.7,4.81857142857143
22726601,Lido,44,4.82,4.75,4.73,4.89,4.91,4.95,4.68,4.81857142857143
27513243,Castello,78,4.83,4.82,4.78,4.85,4.9,4.92,4.63,4.81857142857143
37959777,Castello,129,4.84,4.85,4.81,4.82,4.84,4.9,4.67,4.81857142857143
767581,Castello,288,4.73,4.84,4.79,4.83,4.91,4.95,4.69,4.82
23477048,Castello,72,4.81,4.83,4.94,4.92,4.82,4.79,4.63,4.82
47864169,Lido,40,4.83,4.8,4.85,4.95,4.88,4.8,4.63,4.82
1117914630969010000,Castello,54,4.83,4.87,4.77,4.85,4.89,4.96,4.57,4.82
4938580,Lido,152,4.78,4.87,4.85,4.87,4.85,4.82,4.71,4.82142857142857
6167980,Castello,223,4.76,4.82,4.86,4.87,4.86,4.89,4.69,4.82142857142857
20512997,Lido,23,4.7,4.87,4.83,4.96,4.78,4.87,4.74,4.82142857142857
928965379322878000,Castello,4,4.75,4.5,5,4.75,5,5,4.75,4.82142857142857
1133406627410720000,Castello,37,4.76,4.86,4.81,4.92,4.97,4.86,4.57,4.82142857142857
33575345,Castello,40,4.8,4.85,4.85,4.85,4.85,4.88,4.68,4.82285714285714
13337354,Castello,13,4.77,4.92,5,4.92,5,4.69,4.46,4.82285714285714
1330561066615320000,Castello,8,4.63,4.75,4.63,5,5,5,4.75,4.82285714285714
6012249,Castello,351,4.75,4.83,4.83,4.87,4.85,4.92,4.71,4.82285714285714
632536149081538000,Lido,22,4.86,4.86,4.59,5,4.91,4.95,4.59,4.82285714285714
7078293,Lido,54,4.87,4.74,4.94,4.85,4.93,4.83,4.61,4.82428571428571
9517420,Castello,90,4.79,4.79,4.83,4.88,4.91,4.89,4.68,4.82428571428571
10262174,Castello,13,4.77,4.62,4.85,4.92,4.92,4.92,4.77,4.82428571428571
11470465,Castello,136,4.75,4.89,4.81,4.88,4.87,4.85,4.72,4.82428571428571
898385302247970000,Lido,8,4.88,4.75,4.88,4.88,5,5,4.38,4.82428571428571
1067313770272760000,Castello,8,4.88,4.88,4.38,5,4.88,5,4.75,4.82428571428571
749813414099128000,Castello,116,4.78,4.82,4.8,4.84,4.94,4.93,4.66,4.82428571428572
4904112,Castello,147,4.76,4.88,4.93,4.82,4.77,4.92,4.7,4.82571428571429
2604417,Castello,247,4.81,4.88,4.85,4.83,4.81,4.93,4.68,4.82714285714286
45344683,Castello,160,4.76,4.86,4.88,4.86,4.83,4.89,4.71,4.82714285714286
817196070864449000,Castello,107,4.8,4.88,4.88,4.84,4.93,4.86,4.6,4.82714285714286
17912581,Castello,49,4.71,4.78,4.85,4.9,4.84,4.98,4.73,4.82714285714286
5188488,Castello,33,4.73,4.76,4.97,4.97,4.97,4.76,4.64,4.82857142857143
21390213,Castello,44,4.7,4.84,4.89,4.95,4.89,4.89,4.64,4.82857142857143
665119794776701000,Lido,5,4.8,4.6,5,5,5,4.8,4.6,4.82857142857143
1369590104715740000,Castello,5,4.6,4.8,5,4.8,5,5,4.6,4.82857142857143
34832555,Castello,5,4.8,5,5,4.8,4.8,4.8,4.6,4.82857142857143
10800584,Castello,163,4.77,4.86,4.93,4.78,4.79,4.94,4.74,4.83
23122806,Castello,52,4.75,4.87,4.73,4.94,4.98,4.92,4.62,4.83
30467176,Castello,247,4.82,4.8,4.76,4.81,4.91,4.99,4.72,4.83
38315019,Castello,17,4.76,4.94,4.88,4.94,4.94,4.82,4.53,4.83
53182945,Castello,147,4.82,4.82,4.69,4.85,4.92,4.93,4.78,4.83
27650550,Castello,58,4.72,4.81,4.83,4.97,4.95,4.97,4.57,4.83142857142857
38252037,Castello,17,4.88,4.94,4.88,4.88,4.65,5,4.59,4.83142857142857
4570139,Castello,92,4.87,4.77,4.84,4.82,4.88,4.93,4.71,4.83142857142857
6473576,Castello,67,4.75,4.91,4.84,4.91,4.79,4.99,4.63,4.83142857142857
24942363,Castello,107,4.75,4.8,4.91,4.84,4.85,4.97,4.7,4.83142857142857
43647762,Castello,232,4.8,4.83,4.88,4.79,4.78,4.96,4.78,4.83142857142857
599951124561301000,Castello,6,4.83,5,4.83,5,5,4.83,4.33,4.83142857142857
1397651210035130000,Castello,6,5,4.83,5,4.33,5,4.83,4.83,4.83142857142857
27349334,Castello,222,4.82,4.92,4.88,4.87,4.69,4.91,4.73,4.83142857142857
9244694,Castello,23,4.83,4.82,4.64,4.86,4.91,5,4.77,4.83285714285714
13273474,Castello,202,4.78,4.88,4.89,4.9,4.88,4.91,4.59,4.83285714285714
25928509,Castello,35,4.86,4.8,4.83,4.86,4.8,4.91,4.77,4.83285714285714
31028285,Castello,187,4.78,4.79,4.6,4.98,4.98,4.96,4.74,4.83285714285714
583956488148094000,Castello,58,4.83,4.79,4.97,4.72,4.88,4.93,4.71,4.83285714285714
44241904,Castello,143,4.8,4.83,4.87,4.87,4.84,4.92,4.7,4.83285714285714
50369643,Castello,291,4.81,4.84,4.76,4.88,4.9,4.91,4.74,4.83428571428571
4505994,Castello,951,4.75,4.83,4.85,4.86,4.87,4.95,4.73,4.83428571428572
8854140,Castello,72,4.83,4.9,4.88,4.81,4.94,4.69,4.79,4.83428571428572
19612812,Castello,223,4.79,4.83,4.78,4.92,4.87,4.87,4.78,4.83428571428572
19777988,Castello,363,4.82,4.87,4.84,4.89,4.83,4.86,4.73,4.83428571428572
30231607,Castello,268,4.83,4.85,4.75,4.87,4.91,4.91,4.72,4.83428571428572
32482996,Castello,222,4.82,4.87,4.77,4.82,4.87,4.92,4.77,4.83428571428572
37428415,Castello,246,4.79,4.83,4.77,4.88,4.91,4.98,4.68,4.83428571428572
1153612225066360000,Lido,12,4.75,4.83,4.67,4.92,5,5,4.67,4.83428571428572
1279463731852680000,Lido,12,4.92,4.92,4.58,4.92,4.83,5,4.67,4.83428571428572
369257,Castello,437,4.78,4.87,4.87,4.85,4.87,4.93,4.68,4.83571428571429
28324122,Castello,42,4.79,4.88,4.83,4.83,4.86,4.95,4.71,4.83571428571429
36547751,Lido,7,4.86,5,4.71,4.86,5,4.71,4.71,4.83571428571429
41223328,Castello,74,4.88,4.84,4.82,4.8,4.99,4.8,4.72,4.83571428571429
1146967219552600000,Castello,47,4.85,4.83,4.96,4.77,4.83,4.87,4.74,4.83571428571429
261640,Castello,64,4.78,4.82,4.89,4.88,4.87,4.9,4.72,4.83714285714286
856586904759618000,Castello,44,4.91,4.8,4.66,4.89,4.95,4.95,4.7,4.83714285714286
857041354425622000,Castello,7,4.86,5,4.57,4.86,4.86,5,4.71,4.83714285714286
1020050195255240000,Castello,33,4.82,4.79,4.85,4.94,4.88,5,4.58,4.83714285714286
31727934,Castello,269,4.82,4.84,4.86,4.85,4.76,4.93,4.81,4.83857142857143
33979665,Lido,58,4.86,4.83,4.9,4.9,4.86,4.88,4.64,4.83857142857143
52214564,Lido,7,4.86,5,4.86,4.86,5,5,4.29,4.83857142857143
1026617977309730000,Castello,42,4.86,4.88,4.9,4.69,4.88,4.9,4.76,4.83857142857143
1131576716639210000,Castello,34,4.88,4.82,4.94,4.71,4.76,4.97,4.79,4.83857142857143
1183966530045300000,Castello,14,4.86,4.93,4.71,4.86,4.79,4.93,4.79,4.83857142857143
3383300,Castello,267,4.8,4.88,4.83,4.85,4.8,4.94,4.77,4.83857142857143
886950097287877000,Castello,75,4.81,4.83,4.89,4.83,4.88,4.88,4.76,4.84
12627757,Castello,131,4.78,4.86,4.83,4.95,4.92,4.92,4.62,4.84
12818221,Castello,18,4.78,4.83,4.89,4.94,4.89,4.83,4.72,4.84
22276088,Lido,235,4.77,4.81,4.94,4.89,4.87,4.85,4.75,4.84
549167697807220000,Castello,24,4.83,4.88,4.88,4.83,4.88,4.83,4.75,4.84
653631951626461000,Castello,125,4.82,4.85,4.73,4.89,4.94,4.94,4.71,4.84
797074763122379000,Castello,47,4.79,4.91,4.77,4.89,4.96,4.94,4.62,4.84
1192039872163570000,Castello,18,4.83,4.78,4.78,4.94,4.94,4.94,4.67,4.84
22724998,Castello,108,4.87,4.91,4.81,4.78,4.82,4.95,4.75,4.84142857142857
34204264,Castello,67,4.85,4.85,4.87,4.9,4.88,4.87,4.67,4.84142857142857
51402923,Castello,100,4.87,4.9,4.88,4.74,4.83,4.91,4.76,4.84142857142857
1345923,Castello,136,4.76,4.87,4.84,4.95,4.93,4.83,4.72,4.84285714285714
5776201,Lido,118,4.75,4.83,4.83,4.95,4.91,4.89,4.74,4.84285714285714
31524686,Castello,10,4.9,5,4.9,4.7,4.8,5,4.6,4.84285714285714
52272668,Castello,8,4.88,4.88,4.75,4.88,5,4.88,4.63,4.84285714285714
622179922865015000,Castello,48,4.85,4.85,4.9,4.69,4.94,4.92,4.75,4.84285714285714
1065077805203130000,Castello,46,4.83,4.85,4.85,4.83,4.91,4.85,4.78,4.84285714285714
1363202883278800000,Lido,8,4.88,4.88,4.63,5,4.88,5,4.63,4.84285714285714
29537731,Castello,21,4.95,4.86,5,4.81,4.9,4.67,4.71,4.84285714285714
30528942,Castello,76,4.79,4.83,4.91,4.92,4.89,4.95,4.61,4.84285714285714
1138419410649690000,Castello,53,4.77,4.85,4.94,4.92,4.79,4.92,4.72,4.84428571428571
6030597,Lido,49,4.82,4.9,4.82,4.9,4.94,4.82,4.71,4.84428571428572
16978852,Castello,359,4.8,4.84,4.86,4.85,4.92,4.9,4.74,4.84428571428572
983142924055698000,Castello,51,4.84,4.82,4.82,4.96,4.96,4.88,4.63,4.84428571428572
49848230,Castello,37,4.89,4.78,4.76,4.81,4.92,5,4.76,4.84571428571429
2346194,Castello,126,4.81,4.91,4.81,4.86,4.83,4.95,4.75,4.84571428571429
2910349,Lido,57,4.81,4.84,4.91,4.91,4.77,4.93,4.75,4.84571428571429
9696001,Castello,39,4.74,4.9,4.9,4.92,4.92,4.92,4.62,4.84571428571429
18404739,Lido,13,4.77,4.92,4.77,5,4.85,4.92,4.69,4.84571428571429
19321660,Castello,202,4.83,4.89,4.83,4.91,4.92,4.8,4.74,4.84571428571429
21398321,Castello,27,4.89,4.89,4.81,4.96,4.85,4.89,4.63,4.84571428571429
24610567,Castello,250,4.88,4.9,4.91,4.86,4.86,4.75,4.76,4.84571428571429
34493941,Castello,185,4.81,4.86,4.89,4.94,4.88,4.89,4.65,4.84571428571429
42600829,Castello,82,4.88,4.85,4.85,4.89,4.82,4.87,4.76,4.84571428571429
655066974280066000,Castello,138,4.85,4.88,4.85,4.79,4.86,4.93,4.76,4.84571428571429
74042,Castello,534,4.79,4.86,4.9,4.84,4.89,4.86,4.79,4.84714285714286
15129385,Castello,422,4.79,4.87,4.86,4.89,4.88,4.89,4.75,4.84714285714286
15814303,Castello,17,4.88,4.88,4.94,4.94,4.82,4.94,4.53,4.84714285714286
18281647,Castello,121,4.84,4.88,4.85,4.88,4.91,4.88,4.69,4.84714285714286
32861256,Castello,162,4.83,4.89,4.78,4.83,4.88,4.96,4.76,4.84714285714286
53350642,Castello,46,4.78,4.78,4.89,4.96,4.96,4.93,4.63,4.84714285714286
963451918765312000,Castello,25,4.88,4.92,4.88,4.83,4.75,4.92,4.75,4.84714285714286
8442335,Castello,341,4.86,4.85,4.82,4.85,4.92,4.89,4.74,4.84714285714286
1092000803198860000,Castello,13,4.85,4.85,4.77,4.85,4.92,4.92,4.77,4.84714285714286
2335895,Castello,135,4.85,4.87,4.91,4.79,4.88,4.86,4.78,4.84857142857143
5121709,Lido,84,4.88,4.88,4.88,4.93,4.83,4.78,4.76,4.84857142857143
17487293,Castello,204,4.81,4.87,4.85,4.91,4.95,4.89,4.66,4.84857142857143
25657214,Castello,92,4.87,4.84,4.84,4.82,4.88,4.91,4.78,4.84857142857143
549107318427188000,Castello,47,4.85,4.85,4.85,4.87,4.91,4.91,4.7,4.84857142857143
1228228803849020000,Castello,63,4.92,4.87,4.94,4.82,4.87,4.76,4.76,4.84857142857143
16807862,Castello,295,4.83,4.92,4.83,4.86,4.89,4.82,4.79,4.84857142857143
1064254415875770000,Lido,18,4.83,4.89,4.89,4.78,4.89,4.94,4.72,4.84857142857143
5954552,Castello,213,4.82,4.81,4.9,4.89,4.89,4.92,4.72,4.85
11376168,Castello,57,4.79,4.84,4.86,4.91,4.89,4.91,4.75,4.85
16878221,Lido,65,4.82,4.91,4.82,4.88,4.89,4.87,4.76,4.85
22697638,Castello,109,4.84,4.9,4.87,4.8,4.87,4.94,4.73,4.85
50359755,Castello,407,4.82,4.82,4.8,4.92,4.93,4.92,4.74,4.85
957893892263872000,Castello,16,4.69,4.81,4.88,5,4.94,4.94,4.69,4.85
50115355,Castello,222,4.84,4.89,4.8,4.9,4.91,4.85,4.77,4.85142857142857
2287664,Castello,486,4.77,4.86,4.94,4.88,4.93,4.9,4.68,4.85142857142857
11199519,Castello,166,4.86,4.88,4.92,4.8,4.85,4.95,4.7,4.85142857142857
15800196,Castello,46,4.96,4.85,4.89,4.85,4.91,4.78,4.72,4.85142857142857
32252273,Castello,264,4.79,4.86,4.89,4.94,4.97,4.77,4.74,4.85142857142857
35751504,Castello,208,4.8,4.81,4.79,4.92,4.92,4.96,4.76,4.85142857142857
38945918,Castello,481,4.84,4.87,4.8,4.86,4.86,4.95,4.78,4.85142857142857
39151768,Castello,27,4.85,4.89,4.59,4.93,5,4.96,4.74,4.85142857142857
32679785,Lido,59,4.68,4.9,4.9,4.93,4.95,4.9,4.71,4.85285714285714
2212002,Castello,55,4.82,4.84,4.91,4.92,4.87,4.87,4.74,4.85285714285714
26265990,Castello,94,4.79,4.93,4.88,4.83,4.8,4.95,4.8,4.85428571428571
776570921414904000,Castello,103,4.89,4.83,4.87,4.91,4.81,4.96,4.71,4.85428571428571
1638351,Castello,299,4.79,4.88,4.85,4.9,4.93,4.95,4.68,4.85428571428572
917793784353272000,Lido,47,4.85,4.87,4.77,4.94,4.98,4.87,4.7,4.85428571428572
882672381235713000,Castello,113,4.89,4.81,4.88,4.9,4.88,4.91,4.72,4.85571428571429
855214,Castello,32,4.84,4.84,4.84,4.94,4.81,4.94,4.78,4.85571428571429
21848114,Castello,194,4.81,4.86,4.85,4.9,4.87,4.91,4.79,4.85571428571429
24369982,Lido,98,4.82,4.92,4.79,4.94,4.88,4.96,4.68,4.85571428571429
33699486,Castello,6,4.83,5,4.83,5,5,5,4.33,4.85571428571429
1142686760003170000,Castello,55,4.87,4.87,4.87,4.85,4.93,4.95,4.65,4.85571428571429
658038,Lido,1,5,5,5,5,5,5,4,4.85714285714286
3003073,Castello,15,4.87,4.87,4.73,4.93,5,4.93,4.67,4.85714285714286
3045735,Castello,280,4.85,4.87,4.93,4.84,4.82,4.89,4.8,4.85714285714286
7712239,Lido,1,5,5,5,5,4,5,5,4.85714285714286
9823137,Castello,1,5,5,5,5,5,5,4,4.85714285714286
25013963,Lido,90,4.84,4.86,4.9,4.87,4.94,4.8,4.79,4.85714285714286
26560007,Castello,1,5,5,5,5,5,5,4,4.85714285714286
33587265,Castello,13,4.85,4.92,5,4.69,4.54,5,5,4.85714285714286
36329434,Castello,7,5,4.86,5,4.57,4.86,5,4.71,4.85714285714286
37576701,Castello,21,4.81,4.9,4.71,4.86,4.86,5,4.86,4.85714285714286
44183891,Lido,1,5,4,5,5,5,5,5,4.85714285714286
50437702,Castello,2,5,4.5,5,5,5,5,4.5,4.85714285714286
587489671283960000,Castello,83,4.87,4.88,4.86,4.83,4.9,4.94,4.72,4.85714285714286
636890804073850000,Castello,1,5,5,5,5,5,5,4,4.85714285714286
830295690272706000,Castello,2,4.5,5,5,5,5,5,4.5,4.85714285714286
849904983657758000,Castello,1,5,5,5,5,5,5,4,4.85714285714286
927689228909599000,Castello,63,4.83,4.89,4.9,4.89,4.87,4.89,4.73,4.85714285714286
1099431624635240000,Castello,5,4.8,4.6,5,5,4.8,5,4.8,4.85714285714286
1117896397624830000,Castello,57,4.86,4.84,4.8,4.93,4.95,4.91,4.71,4.85714285714286
1156539906392340000,Castello,15,4.93,4.67,4.87,5,5,4.93,4.6,4.85714285714286
1157202043400530000,Castello,2,5,5,5,5,4,5,5,4.85714285714286
1173704255859510000,Castello,1,5,5,4,5,5,5,5,4.85714285714286
1252691630467660000,Castello,1,5,5,5,5,5,5,4,4.85714285714286
1335385969479890000,Castello,4,5,5,5,4.5,4.75,5,4.75,4.85714285714286
1349336283390580000,Lido,7,4.86,5,5,4.71,4.71,4.86,4.86,4.85714285714286
1406957983403620000,Castello,1,5,5,5,4,5,5,5,4.85714285714286
1444774083007680000,Castello,1,5,5,5,4,5,5,5,4.85714285714286
589316,Lido,100,4.77,4.88,4.88,4.99,4.89,4.88,4.72,4.85857142857143
2551555,Lido,51,4.86,4.86,4.94,4.96,4.86,4.86,4.67,4.85857142857143
26371359,Castello,36,4.81,4.92,4.86,4.86,4.92,4.97,4.67,4.85857142857143
51402063,Castello,121,4.83,4.83,4.93,4.92,4.88,4.93,4.69,4.85857142857143
54364332,Castello,91,4.82,4.85,4.81,4.95,4.96,4.97,4.65,4.85857142857143
566661455410637000,Castello,3,4.67,5,4.67,5,5,5,4.67,4.85857142857143
590929873715916000,Castello,77,4.88,4.95,4.84,4.91,4.9,4.79,4.74,4.85857142857143
989734022090357000,Castello,30,4.77,4.83,5,4.97,4.87,4.97,4.6,4.85857142857143
1154146856988100000,Castello,52,4.83,4.79,4.88,4.96,4.88,4.92,4.75,4.85857142857143
16925173,Castello,85,4.85,4.88,4.82,4.89,4.86,4.94,4.77,4.85857142857143
23408595,Castello,443,4.88,4.9,4.9,4.91,4.94,4.83,4.65,4.85857142857143
30780935,Castello,106,4.79,4.91,4.78,4.95,4.92,4.96,4.7,4.85857142857143
217591,Castello,54,4.87,4.85,4.96,4.81,4.81,4.87,4.85,4.86
16887507,Lido,57,4.89,4.91,4.86,4.91,4.89,4.88,4.68,4.86
28609579,Castello,370,4.83,4.84,4.85,4.85,4.91,4.93,4.81,4.86
846521,Lido,23,4.87,4.86,4.86,4.95,4.91,4.76,4.81,4.86
6192299,Castello,250,4.75,4.85,4.9,4.89,4.94,4.95,4.75,4.86142857142857
7878749,Lido,71,4.82,4.86,4.89,4.96,4.94,4.79,4.77,4.86142857142857
13768541,Castello,227,4.81,4.89,4.74,4.96,4.96,4.93,4.74,4.86142857142857
31217265,Castello,30,4.77,4.93,4.97,4.83,4.83,4.93,4.77,4.86142857142857
563069135546773000,Castello,118,4.87,4.92,4.88,4.92,4.83,4.9,4.72,4.86285714285714
22317213,Castello,107,4.88,4.84,4.91,4.87,4.87,4.93,4.74,4.86285714285714
33280169,Lido,104,4.87,4.85,4.93,4.94,4.88,4.83,4.74,4.86285714285714
39311570,Castello,149,4.81,4.83,4.89,4.93,4.93,4.91,4.74,4.86285714285714
1091925624694690000,Castello,9,4.89,4.88,4.88,5,4.88,4.88,4.63,4.86285714285714
6059729,Lido,141,4.88,4.84,4.83,4.91,4.91,4.88,4.8,4.86428571428571
6099635,Castello,183,4.83,4.89,4.92,4.91,4.87,4.82,4.81,4.86428571428571
21398324,Castello,24,4.96,4.92,4.75,4.92,4.79,4.96,4.75,4.86428571428571
25245252,Castello,117,4.81,4.88,4.85,4.89,4.91,4.95,4.76,4.86428571428571
27177981,Castello,139,4.84,4.88,4.88,4.86,4.88,4.91,4.8,4.86428571428571
1285512258034970000,Castello,17,4.88,4.88,4.71,4.88,4.88,4.94,4.88,4.86428571428571
11791588,Castello,13,4.77,4.85,4.92,4.92,5,4.85,4.75,4.86571428571429
19405702,Castello,47,4.89,4.83,4.89,4.94,4.85,4.98,4.68,4.86571428571429
24588274,Castello,72,4.89,4.86,4.74,4.96,4.94,4.99,4.68,4.86571428571429
33360438,Castello,211,4.89,4.91,4.83,4.89,4.86,4.92,4.77,4.86714285714286
15993926,Castello,209,4.81,4.89,4.86,4.89,4.94,4.9,4.78,4.86714285714286
18822767,Castello,60,4.9,4.9,4.9,4.87,4.72,4.98,4.8,4.86714285714286
32457657,Castello,251,4.82,4.87,4.85,4.89,4.95,4.96,4.73,4.86714285714286
39379920,Castello,158,4.85,4.82,4.89,4.91,4.95,4.86,4.79,4.86714285714286
52229109,Lido,69,4.88,4.87,4.88,4.9,4.96,4.87,4.71,4.86714285714286
668624100482637000,Lido,68,4.93,4.94,4.84,4.87,4.88,4.79,4.82,4.86714285714286
701892479987085000,Lido,26,4.92,4.88,4.85,4.96,4.88,4.96,4.62,4.86714285714286
1099915090070780000,Castello,15,4.87,4.6,5,4.87,4.93,4.93,4.87,4.86714285714286
1716615,Castello,218,4.8,4.88,4.88,4.9,4.92,4.92,4.77,4.86714285714286
146821,Castello,173,4.84,4.88,4.94,4.89,4.89,4.92,4.72,4.86857142857143
7744599,Castello,117,4.86,4.9,4.97,4.92,4.93,4.72,4.78,4.86857142857143
10842594,Castello,176,4.87,4.89,4.88,4.85,4.89,4.97,4.73,4.86857142857143
11216430,Castello,248,4.85,4.92,4.85,4.87,4.85,4.96,4.78,4.86857142857143
11600028,Lido,79,4.89,4.89,4.86,4.91,4.87,4.91,4.75,4.86857142857143
11938988,Castello,185,4.8,4.86,4.86,4.91,4.98,4.91,4.76,4.86857142857143
51976514,Lido,62,4.87,4.87,4.85,4.89,4.94,4.87,4.79,4.86857142857143
847818809141788000,Castello,71,4.83,4.86,4.8,4.91,4.9,4.97,4.81,4.86857142857143
32077336,Castello,287,4.78,4.84,4.83,4.97,4.88,4.99,4.8,4.87
22340605,Castello,352,4.85,4.88,4.84,4.85,4.92,4.96,4.79,4.87
24228801,Castello,152,4.78,4.8,4.96,4.94,4.95,4.91,4.75,4.87
605330197818075000,Castello,72,4.86,4.89,4.93,4.92,4.93,4.88,4.68,4.87
52305649,Castello,19,4.95,4.89,4.79,4.89,4.95,4.89,4.74,4.87142857142857
1375456780505920000,Castello,11,4.91,4.82,4.91,4.91,4.73,5,4.82,4.87142857142857
1266716,Castello,129,4.85,4.91,4.95,4.86,4.9,4.9,4.74,4.87285714285714
7318177,Castello,340,4.86,4.89,4.83,4.88,4.87,4.96,4.82,4.87285714285714
13729998,Castello,101,4.87,4.9,4.81,4.96,4.91,4.88,4.78,4.87285714285714
1034213,Castello,417,4.9,4.89,4.91,4.88,4.79,4.96,4.79,4.87428571428571
12267434,Castello,131,4.76,4.89,4.78,4.95,4.96,4.98,4.8,4.87428571428571
986851,Castello,95,4.85,4.87,4.94,4.9,4.91,4.91,4.74,4.87428571428572
2103960,Castello,129,4.85,4.86,4.84,4.92,4.94,4.94,4.77,4.87428571428572
4046874,Castello,164,4.87,4.87,4.91,4.96,4.91,4.86,4.75,4.87571428571429
7857693,Castello,411,4.85,4.89,4.83,4.86,4.91,4.97,4.82,4.87571428571429
9124905,Castello,173,4.82,4.88,4.8,4.95,4.92,4.94,4.82,4.87571428571429
562880147421747000,Castello,153,4.82,4.88,4.88,4.9,4.93,4.95,4.77,4.87571428571429
16046081,Castello,329,4.88,4.9,4.88,4.82,4.89,4.96,4.8,4.87571428571429
22951595,Castello,164,4.87,4.9,4.89,4.89,4.96,4.84,4.78,4.87571428571429
24365181,Castello,375,4.89,4.9,4.89,4.89,4.93,4.89,4.74,4.87571428571429
30956984,Castello,324,4.86,4.93,4.9,4.88,4.92,4.9,4.74,4.87571428571429
31682899,Castello,304,4.88,4.89,4.83,4.88,4.92,4.94,4.79,4.87571428571429
32903384,Castello,15,4.93,4.87,4.73,5,5,4.87,4.73,4.87571428571429
21180693,Castello,7,4.71,5,4.86,5,4.86,5,4.71,4.87714285714286
23085493,Castello,91,4.79,4.84,4.97,4.89,4.95,4.96,4.74,4.87714285714286
669429203097015000,Castello,8,4.63,5,5,4.75,4.88,5,4.88,4.87714285714286
915042070612919000,Castello,42,4.83,4.86,4.88,5,4.98,4.9,4.69,4.87714285714286
1466756169484770000,Castello,7,4.86,4.71,4.71,5,5,5,4.86,4.87714285714286
7398139,Castello,43,4.88,4.81,4.95,4.93,4.93,4.98,4.67,4.87857142857143
24482113,Lido,20,4.85,4.8,4.8,5,5,4.95,4.75,4.87857142857143
32887803,Castello,150,4.83,4.87,4.89,4.91,4.87,4.95,4.83,4.87857142857143
34281543,Castello,148,4.89,4.89,4.89,4.89,4.91,4.94,4.74,4.87857142857143
51907834,Castello,387,4.88,4.9,4.94,4.93,4.92,4.84,4.74,4.87857142857143
867912884036811000,Castello,110,4.91,4.85,4.88,4.79,4.96,4.97,4.79,4.87857142857143
11234583,Castello,199,4.86,4.85,4.91,4.91,4.94,4.9,4.78,4.87857142857143
13767121,Castello,44,4.86,4.84,4.98,4.88,4.93,4.95,4.72,4.88
25966263,Castello,25,4.8,4.92,4.84,4.92,4.92,4.96,4.8,4.88
31819543,Castello,209,4.9,4.91,4.83,4.91,4.92,4.88,4.81,4.88
49057661,Castello,186,4.94,4.93,4.88,4.83,4.96,4.84,4.78,4.88
1172586815208200000,Castello,6,5,4.83,5,4.83,5,4.67,4.83,4.88
18417829,Lido,6,4.83,4.83,5,5,5,4.83,4.67,4.88
31586330,Castello,324,4.85,4.9,4.78,4.94,4.94,4.96,4.79,4.88
641749541489357000,Castello,94,4.85,4.86,4.85,4.93,4.91,4.97,4.79,4.88
904177851440854000,Castello,31,4.87,4.9,4.84,4.94,4.9,4.94,4.77,4.88
